map_index,species,avibaseID,clements_scientific_name,clements_common_name,sort v2023,new_number_of_square,old_number_of_square,diff_number_of_square
1020,Circus cyaneus,avibase-F558C7F9,Circus cyaneus,Hen Harrier,7949,0,0,0
588,Anomalospiza imberbis,avibase-C97A5C39,Anomalospiza imberbis,Parasitic Weaver,30960,1,1,0
486,Acrocephalus paludicola,avibase-C15141A6,Acrocephalus paludicola,Aquatic Warbler,23241,1,1,0
1035,Hippolais icterina,avibase-869C978C,Hippolais icterina,Icterine Warbler,23238,0,0,0
332,Halcyon senegalensis,avibase-47E71671,Halcyon senegalensis,Woodland Kingfisher,9810,20,20,0
356,Bycanistes fistulator,avibase-2AAFDD00,Bycanistes fistulator,Piping Hornbill,9494,2,2,0
1025,Bycanistes subcylindricus,avibase-02428AC1,Bycanistes subcylindricus,Black-and-white-casqued Hornbill,9488,0,0,0
161,Lophotis savilei,avibase-8F3D1E6F,Lophotis savilei,Savile's Bustard,2949,13,13,0
341,Merops pusillus,avibase-C0A68CA0,Merops pusillus,Little Bee-eater,10060,19,19,0
71,Anas acuta,avibase-56CCA717,Anas acuta,Northern Pintail,558,9,9,0
377,Mirafra javanica,avibase-5BFC242D,Mirafra javanica,Singing Bushlark,22144,14,14,0
380,Pinarocorys erythropygia,avibase-148AA192,Pinarocorys erythropygia,Rufous-rumped Lark,21976,1,1,0
1032,Alaemon alaudipes,avibase-3E4513D9,Alaemon alaudipes,Greater Hoopoe-Lark,21930,0,0,0
518,Heliolais erythropterus,avibase-C67FD539,Prinia erythroptera,Red-winged Prinia,22913,9,9,0
1023,Phoeniculus bollei,avibase-D1FFB474,Phoeniculus bollei,White-headed Woodhoopoe,9422,0,0,0
347,Coracias cyanogaster,avibase-306C892E,Coracias cyanogaster,Blue-bellied Roller,10135,17,17,0
76,Spatula discors,avibase-90E2543E,Spatula discors,Blue-winged Teal,460,1,1,0
1026,Eurystomus gularis,avibase-8FFDE282,Eurystomus gularis,Blue-throated Roller,10143,0,0,0
1034,Bathmocercus cerviniventris,avibase-8EDC9B24,Bathmocercus cerviniventris,Black-capped Rufous-Warbler,22935,0,0,0
308,Asio capensis,avibase-83E21A84,Asio capensis,Marsh Owl,9082,3,3,0
1027,Pogoniulus subsulphureus,avibase-523991EF,Pogoniulus subsulphureus,Yellow-throated Tinkerbird,10382,0,0,0
416,Chlorophoneus sulfureopectus,avibase-F3DCCA8F,Telophorus sulfureopectus,Sulphur-breasted Bushshrike,19784,10,10,0
508,Cisticola lateralis,avibase-5A184029,Cisticola lateralis,Whistling Cisticola,22957,4,4,0
1050,Vidua raricola,avibase-30A131ED,Vidua raricola,Jambandu Indigobird,30948,0,0,0
302,Bubo cinerascens,avibase-0018A99B,Bubo cinerascens,Grayish Eagle-Owl,8724,12,12,0
1031,Laniarius turatii,avibase-E294BEED,Laniarius turatii,Turati's Boubou,19730,0,0,0
412,Nilaus afer,avibase-967545BC,Nilaus afer,Brubru,19655,19,19,0
597,Vidua macroura,avibase-673E66F0,Vidua macroura,Pin-tailed Whydah,30927,19,19,0
516,Cisticola eximius,avibase-53E61277,Cisticola eximius,Black-backed Cisticola,23155,1,1,0
355,Ceratogymna elata,avibase-CBC236C2,Ceratogymna elata,Yellow-casqued Hornbill,9484,1,1,0
479,Illadopsis puveli,avibase-0058E798,Illadopsis puveli,Puvel's Illadopsis,25866,1,1,0
248,Thalasseus albididorsalis,avibase-CF8461BF,Thalasseus albididorsalis,West African Crested Tern,6724,9,9,0
1004,Caprimulgus pectoralis nigriscapularis,avibase-AB8E1D95,Caprimulgus pectoralis nigriscapularis,Fiery-necked Nightjar (Black-shouldered),3699,0,0,0
550,Hedydipna collaris,avibase-1611F295,Hedydipna collaris,Collared Sunbird,29688,6,6,0
175,Vanellus albiceps,avibase-C4EC6263,Vanellus albiceps,White-crowned Lapwing,5834,6,6,0
496,Sylvia borin,avibase-A6A4FC63,Sylvia borin,Garden Warbler,24849,14,14,0
559,Cinnyris pulchellus,avibase-00D5E1C6,Cinnyris pulchellus,Beautiful Sunbird,29875,26,26,0
471,Cossypha albicapillus,avibase-FA3C53B8,Cossypha albicapillus,White-crowned Robin-Chat,28744,12,12,0
1047,Malimbus rubricollis,avibase-960B56F2,Malimbus rubricollis,Red-headed Malimbe,30231,0,0,0
311,Caprimulgus aegyptius,avibase-2F7F0244,Caprimulgus aegyptius,Egyptian Nightjar,3667,1,1,0
549,Anthreptes longuemarei,avibase-857DCDD5,Anthreptes longuemarei,Western Violet-backed Sunbird,29669,11,11,0
1048,Ploceus pelzelni,avibase-36C24C3D,Ploceus pelzelni,Slender-billed Weaver,30261,0,0,0
28,Tigriornis leucolopha,avibase-F3DE951B,Tigriornis leucolopha,White-crested Tiger-Heron,7311,2,2,0
442,Pycnonotus barbatus,avibase-6ABDB635,Pycnonotus barbatus,Common Bulbul,24302,25,25,0
309,Caprimulgus ruficollis,avibase-6CC3D04B,Caprimulgus ruficollis,Red-necked Nightjar,3644,1,1,0
472,Cossypha niveicapilla,avibase-BB05D1FC,Cossypha niveicapilla,Snowy-crowned Robin-Chat,28741,13,13,0
178,Pluvialis apricaria,avibase-25A20BA6,Pluvialis apricaria,European Golden-Plover,5783,2,2,0
151,Sarothrura pulchra,avibase-6EF64F69,Sarothrura pulchra,White-spotted Flufftail,5190,3,3,0
209,Calidris bairdii,avibase-1F1AD154,Calidris bairdii,Baird's Sandpiper,6180,1,1,0
1049,Ploceus aurantius,avibase-2C42345F,Ploceus aurantius,Orange Weaver,30287,0,0,0
221,Cursorius cursor,avibase-DE0A72A7,Cursorius cursor,Cream-colored Courser,6286,7,7,0
233,Rissa tridactyla,avibase-FB4D08F0,Rissa tridactyla,Black-legged Kittiwake,6409,0,0,0
181,Charadrius hiaticula,avibase-EDA37B7C,Charadrius hiaticula,Common Ringed Plover,5802,14,14,0
218,Recurvirostra avosetta,avibase-C73ED2F5,Recurvirostra avosetta,Pied Avocet,5748,11,11,0
222,Cursorius temminckii,avibase-7A841F83,Cursorius temminckii,Temminck's Courser,6294,13,13,0
220,Pluvianus aegyptius,avibase-1B28A4B6,Pluvianus aegyptius,Egyptian Plover,5732,13,13,0
244,Anous stolidus,avibase-A070171E,Anous stolidus,Brown Noddy,6577,0,0,0
172,Vanellus spinosus,avibase-F5E92B22,Vanellus spinosus,Spur-winged Lapwing,5828,23,23,0
458,Oenanthe isabellina,avibase-E6C6F746,Oenanthe isabellina,Isabelline Wheatear,29294,5,5,0
245,Anous tenuirostris,avibase-03F9EB15,Anous tenuirostris,Lesser Noddy,6582,0,0,0
477,Illadopsis fulvescens,avibase-3805ACAD,Illadopsis fulvescens,Brown Illadopsis,25837,1,1,0
165,Burhinus oedicnemus,avibase-C7DB323E,Burhinus oedicnemus,Eurasian Thick-knee,5722,3,3,0
167,Burhinus capensis,avibase-862F6F04,Burhinus capensis,Spotted Thick-knee,5713,18,18,0
147,Porzana parva,avibase-9106EBE6,Zapornia parva,Little Crake,5561,3,3,0
156,Fulica atra,avibase-B682B2A9,Fulica atra,Eurasian Coot,5461,6,6,0
470,Alethe diademata,avibase-ECD2AB67,Alethe diademata,White-tailed Alethe,28445,1,1,0
208,Calidris ferruginea,avibase-143A681C,Calidris ferruginea,Curlew Sandpiper,6146,9,9,0
201,Arenaria interpres,avibase-DC3050A9,Arenaria interpres,Ruddy Turnstone,6125,9,9,0
56,Platalea alba,avibase-F86BB1D3,Platalea alba,African Spoonbill,7610,12,12,0
390,Hirundo rustica,avibase-58C502EA,Hirundo rustica,Barn Swallow,23772,26,26,0
586,Euplectes macroura,avibase-F5E0EA0D,Euplectes macroura,Yellow-mantled Widowbird,30454,7,7,0
1043,Muscicapa ussheri,avibase-79993B33,Bradornis ussheri,Ussher's Flycatcher,28346,0,0,0
390,Hirundo lucida,avibase-F401ECCF,Hirundo lucida,Red-chested Swallow,23783,26,26,0
1042,Muscicapa cassini,avibase-A962CA14,Muscicapa cassini,Cassin's Flycatcher,28343,0,0,0
284,Crinifer piscator,avibase-3C3092F9,Crinifer piscator,Western Plantain-eater,3019,24,24,0
203,Gallinago gallinago,avibase-9151E0BA,Gallinago gallinago,Common Snipe,6064,14,14,0
1037,Petrochelidon fuliginosa,avibase-91BD7FA4,Atronanus fuliginosus,Forest Swallow,23796,0,0,0
296,Centropus leucogaster,avibase-A0CB9C06,Centropus leucogaster,Black-throated Coucal,3094,1,1,0
216,Phalaropus lobatus,avibase-E6F3BA54,Phalaropus lobatus,Red-necked Phalarope,6086,1,1,0
1003,Centropus monachus,avibase-7C879D6D,Centropus monachus,Blue-headed Coucal,3102,0,0,0
122,Elanus caeruleus,avibase-97C47F3E,Elanus caeruleus,Black-winged Kite,7650,19,19,0
197,Xenus cinereus,avibase-6D5992EE,Xenus cinereus,Terek Sandpiper,6089,1,1,0
443,Stelgidillas gracilirostris,avibase-5D82C13B,Stelgidillas gracilirostris,Slender-billed Greenbul,23892,1,1,0
42,Ardea purpurea,avibase-3395DCF1,Ardea purpurea,Purple Heron,7527,18,18,0
55,Plegadis falcinellus,avibase-D4540F88,Plegadis falcinellus,Glossy Ibis,7551,11,11,0
449,Phyllastrephus albigularis,avibase-D4CB1B89,Phyllastrephus albigularis,White-throated Greenbul,23988,1,1,0
195,Tringa flavipes,avibase-2C7A2673,Tringa flavipes,Lesser Yellowlegs,6109,1,1,0
35,Ardea alba,avibase-49D9148A,Ardea alba,Great Egret,7491,21,21,0
444,Eurillas virens,avibase-3413C42C,Eurillas virens,Little Greenbul,23965,3,3,0
286,Clamator jacobinus,avibase-BF0A0954,Clamator jacobinus,Pied Cuckoo,3199,10,10,0
231,Leucophaeus pipixcan,avibase-57C93A74,Leucophaeus pipixcan,Franklin's Gull,6452,2,2,0
1040,Criniger olivaceus,avibase-439C4BC9,Criniger olivaceus,Yellow-bearded Greenbul,23963,0,0,0
561,Emberiza calandra,avibase-9A87EBB0,Emberiza calandra,Corn Bunting,32173,0,1,-1
540,Platysteira cyanea,avibase-E15225F1,Platysteira cyanea,Brown-throated Wattle-eye,19455,11,12,-1
475,Turdus philomelos,avibase-D929EB21,Turdus philomelos,Song Thrush,27966,0,1,-1
424,Dicrurus sharpei,avibase-84249EE3,Dicrurus sharpei,Sharpe's Drongo,20022,2,3,-1
434,Lamprotornis pulcher,avibase-B92C3566,Lamprotornis pulcher,Chestnut-bellied Starling,27506,19,20,-1
127,Falco cherrug,avibase-A9F51494,Falco cherrug,Saker Falcon,11869,0,1,-1
538,Bias musicus,avibase-F1A4B955,Bias musicus,Black-and-white Shrike-flycatcher,19554,0,1,-1
536,Bradornis pallidus,avibase-FA03A965,Agricola pallidus,Pale Flycatcher,28367,9,10,-1
435,Creatophora cinerea,avibase-9D95139B,Creatophora cinerea,Wattled Starling,27371,0,1,-1
534,Fraseria cinerascens,avibase-EA749CEC,Fraseria cinerascens,White-browed Forest-Flycatcher,28389,1,2,-1
530,Muscicapa striata,avibase-EE8206E7,Muscicapa striata,Spotted Flycatcher,28327,15,16,-1
437,Ptilostomus afer,avibase-4C35510F,Ptilostomus afer,Piapiac,21122,24,25,-1
563,Emberiza flaviventris,avibase-D1C1A026,Emberiza flaviventris,Golden-breasted Bunting,32227,0,1,-1
535,Melaenornis edolioides,avibase-F188F8C8,Melaenornis edolioides,Northern Black-Flycatcher,28423,14,15,-1
584,Euplectes ardens,avibase-26618AA1,Euplectes ardens,Red-collared Widowbird,30462,0,1,-1
466,Monticola solitarius,avibase-41D76F4B,Monticola solitarius,Blue Rock-Thrush,29151,4,5,-1
599,Vidua wilsoni,avibase-0D1546EC,Vidua wilsoni,Wilson's Indigobird,30945,4,5,-1
623,Lonchura cucullata,avibase-142E4CB7,Spermestes cucullata,Bronze Mannikin,30533,16,17,-1
389,Riparia cincta,avibase-1AED683B,Neophedina cincta,Banded Martin,23615,0,1,-1
622,Lonchura bicolor,avibase-E358EC8A,Spermestes bicolor,Black-and-white Mannikin,30537,0,1,-1
603,Nigrita bicolor,avibase-AD1CBF5A,Nigrita bicolor,Chestnut-breasted Nigrita,30738,1,2,-1
392,Hirundo aethiopica,avibase-42E93B64,Hirundo aethiopica,Ethiopian Swallow,23787,0,1,-1
605,Nesocharis capistrata,avibase-2AD189C1,Delacourella capistrata,Gray-headed Oliveback,30753,0,1,-1
619,Ortygospiza atricollis,avibase-8E5252EB,Ortygospiza atricollis,Quailfinch,30807,12,13,-1
587,Euplectes franciscanus,avibase-3D122849,Euplectes franciscanus,Northern Red Bishop,30428,21,22,-1
532,Myioparus plumbeus,avibase-5EA2B90C,Fraseria plumbea,Gray Tit-Flycatcher,28400,7,8,-1
451,Criniger calurus,avibase-F8104BC1,Criniger calurus,Red-tailed Greenbul,23957,0,1,-1
614,Lagonosticta rufopicta,avibase-43FE4788,Lagonosticta rufopicta,Bar-breasted Firefinch,30916,7,8,-1
581,Quelea erythrops,avibase-F8041931,Quelea erythrops,Red-headed Quelea,30407,5,6,-1
445,Eurillas latirostris,avibase-728B225E,Eurillas latirostris,Yellow-whiskered Greenbul,23970,0,1,-1
577,Ploceus superciliosus,avibase-0405CA69,Pachyphantes superciliosus,Compact Weaver,30405,0,1,-1
574,Ploceus cucullatus,avibase-E8AA9E1C,Ploceus cucullatus,Village Weaver,30328,24,25,-1
478,Illadopsis rufescens,avibase-640FA04F,Illadopsis rufescens,Rufous-winged Illadopsis,25869,0,1,-1
512,Cisticola brachypterus,avibase-FBDCA962,Cisticola brachypterus,Siffling Cisticola,23100,7,8,-1
578,Ploceus brachypterus,avibase-2D3998EE,Ploceus brachypterus,Olive-naped Weaver,30265,10,11,-1
509,Cisticola marginatus,avibase-1DA06308,Cisticola marginatus,Winding Cisticola,23052,10,11,-1
521,Hypergerus atriceps,avibase-31557605,Hypergerus atriceps,Oriole Warbler,22939,9,10,-1
579,Malimbus nitens,avibase-E27AFD14,Malimbus nitens,Blue-billed Malimbe,30226,1,2,-1
403,Motacilla flava,avibase-5983D677,Motacilla flava,Western Yellow Wagtail,31164,22,23,-1
570,Amblyospiza albifrons,avibase-C7708C70,Amblyospiza albifrons,Grosbeak Weaver,30480,0,1,-1
525,Eremomela pusilla,avibase-330BEC7E,Eremomela pusilla,Senegal Eremomela,22536,23,24,-1
408,Anthus trivialis,avibase-365F5E97,Anthus trivialis,Tree Pipit,31336,17,18,-1
452,Nicator chloris,avibase-6413CE1A,Nicator chloris,Western Nicator,22434,1,2,-1
385,Galerida cristata,avibase-21ADC3ED,Galerida cristata,Crested Lark,22382,15,16,-1
453,Saxicola rubetra,avibase-A0EDAEA2,Saxicola rubetra,Whinchat,29165,15,16,-1
386,Galerida modesta,avibase-0E6D5DBE,Galerida modesta,Sun Lark,22360,4,5,-1
569,Linaria cannabina,avibase-32635892,Linaria cannabina,Eurasian Linnet,31951,0,1,-1
447,Thescelocichla leucopleura,avibase-EBE56736,Thescelocichla leucopleura,Swamp Greenbul,23912,1,2,-1
566,Emberiza sahari,avibase-C7C1A6EB,Emberiza sahari,House Bunting,32259,1,2,-1
52,Threskiornis aethiopicus,avibase-550DE745,Threskiornis aethiopicus,African Sacred Ibis,7575,13,14,-1
53,Geronticus eremita,avibase-B20FECE2,Geronticus eremita,Northern Bald Ibis,7589,0,1,-1
236,Hydrocoloeus minutus,avibase-F89FD6E3,Hydrocoloeus minutus,Little Gull,6407,1,2,-1
261,Pterocles lichtensteinii,avibase-F3715F7B,Pterocles lichtensteinii,Lichtenstein's Sandgrouse,2893,0,1,-1
314,Caprimulgus natalensis,avibase-52E6406E,Caprimulgus natalensis,Swamp Nightjar,3717,0,1,-1
277,Treron calvus,avibase-00146574,Treron calvus,African Green-Pigeon,2553,10,11,-1
143,Coturnix delegorguei,avibase-0CA903BB,Coturnix delegorguei,Harlequin Quail,1679,0,1,-1
86,Neophron percnopterus,avibase-6D3480A6,Neophron percnopterus,Egyptian Vulture,7671,8,9,-1
287,Clamator levaillantii,avibase-3C8C3A31,Clamator levaillantii,Levaillant's Cuckoo,3198,16,17,-1
120,Pernis apivorus,avibase-ED5A7E8F,Pernis apivorus,European Honey-buzzard,7683,5,6,-1
313,Caprimulgus pectoralis,avibase-7E3578A2,Caprimulgus pectoralis,Fiery-necked Nightjar,3698,1,2,-1
310,Caprimulgus europaeus,avibase-80D4B0FE,Caprimulgus europaeus,Eurasian Nightjar,3655,2,3,-1
131,Falco columbarius,avibase-F3DA111C,Falco columbarius,Merlin,11825,0,1,-1
318,Caprimulgus vexillarius,avibase-A526534E,Caprimulgus vexillarius,Pennant-winged Nightjar,3642,0,1,-1
266,Columba guinea,avibase-A6EA9F02,Columba guinea,Speckled Pigeon,1897,25,26,-1
174,Vanellus indicus,avibase-4A30C572,Vanellus indicus,Red-wattled Lapwing,5850,0,1,-1
116,Aquila rapax,avibase-F6D547B2,Aquila rapax,Tawny Eagle,7864,20,21,-1
337,Merops persicus,avibase-6EE45113,Merops persicus,Blue-cheeked Bee-eater,10097,14,15,-1
274,Turtur tympanistria,avibase-7308278F,Turtur tympanistria,Tambourine Dove,2173,0,1,-1
191,Limosa lapponica,avibase-9A684C99,Limosa lapponica,Bar-tailed Godwit,6000,9,10,-1
327,Megaceryle maxima,avibase-F51C1C4A,Megaceryle maxima,Giant Kingfisher,10009,14,15,-1
153,Gallinula chloropus,avibase-8F82FF8C,Gallinula chloropus,Eurasian Moorhen,5436,16,17,-1
205,Limnodromus sp.,avibase-87298A18,Limnodromus griseus/scolopaceus,Short-billed/Long-billed Dowitcher,6029,0,1,-1
204,Lymnocryptes minimus,avibase-1A15F0C6,Lymnocryptes minimus,Jack Snipe,6030,3,4,-1
202,Gallinago media,avibase-BCCD5840,Gallinago media,Great Snipe,6055,3,4,-1
146,Crex egregia,avibase-09A0F2EB,Crex egregia,African Crake,5297,4,5,-1
329,Alcedo quadribrachys,avibase-A376DE65,Alcedo quadribrachys,Shining-blue Kingfisher,9643,5,6,-1
54,Bostrychia hagedash,avibase-CAFBA217,Bostrychia hagedash,Hadada Ibis,7599,14,15,-1
113,Polemaetus bellicosus,avibase-FDA2E4A3,Polemaetus bellicosus,Martial Eagle,7836,15,16,-1
70,Anas platyrhynchos,avibase-85625D75,Anas platyrhynchos,Mallard,515,1,2,-1
66,Nettapus auritus,avibase-EC7C1618,Nettapus auritus,African Pygmy-Goose,431,12,13,-1
73,Spatula clypeata,avibase-ED4CE8E7,Spatula clypeata,Northern Shoveler,474,10,11,-1
168,Burhinus vermiculatus,avibase-96CCAFEE,Burhinus vermiculatus,Water Thick-knee,5718,0,1,-1
253,Sterna paradisaea,avibase-BDC5CF80,Sterna paradisaea,Arctic Tern,6672,3,4,-1
251,Sterna dougallii,avibase-74236837,Sterna dougallii,Roseate Tern,6699,4,5,-1
98,Accipiter melanoleucus,avibase-819AB823,Accipiter melanoleucus,Black Goshawk,8136,1,2,-1
211,Calidris temminckii,avibase-5ACF7FB3,Calidris temminckii,Temminck's Stint,6148,8,9,-1
75,Mareca americana,avibase-D201EB72,Mareca americana,American Wigeon,487,0,1,-1
39,Ardea cinerea,avibase-6429024D,Ardea cinerea,Gray Heron,7507,21,22,-1
17,Pelecanus onocrotalus,avibase-8BAFB01E,Pelecanus onocrotalus,Great White Pelican,7297,13,14,-1
367,Prodotiscus insignis,avibase-7884F0D6,Prodotiscus insignis,Cassin's Honeyguide,10735,0,1,-1
316,Caprimulgus climacurus,avibase-A20EA34D,Caprimulgus climacurus,Long-tailed Nightjar,3749,19,20,-1
101,Accipiter nisus,avibase-DB376A66,Accipiter nisus,Eurasian Sparrowhawk,8098,0,1,-1
64,Plectropterus gambensis,avibase-EB01B24C,Plectropterus gambensis,Spur-winged Goose,408,17,18,-1
119,Milvus migrans,avibase-06D9A2C8,Milvus migrans,Black Kite,8165,24,25,-1
360,Tricholaema hirsuta,avibase-915DABE2,Tricholaema hirsuta,Hairy-breasted Barbet,10407,0,1,-1
187,Charadrius morinellus,avibase-20BE9DF1,Eudromias morinellus,Eurasian Dotterel,5797,0,1,-1
361,Pogoniulus chrysoconus,avibase-2F467821,Pogoniulus chrysoconus,Yellow-fronted Tinkerbird,10399,19,20,-1
104,Melierax metabates,avibase-D2AFD39B,Melierax metabates,Dark Chanting-Goshawk,7900,24,25,-1
363,Pogoniulus atroflavus,avibase-90373466,Pogoniulus atroflavus,Red-rumped Tinkerbird,10381,0,1,-1
230,Larus belcheri,avibase-2864A5B0,Larus belcheri,Belcher's Gull,6467,0,1,-1
258,Chlidonias niger,avibase-115AF02D,Chlidonias niger,Black Tern,6664,9,10,-1
291,Chrysococcyx klaas,avibase-1FACD210,Chrysococcyx klaas,Klaas's Cuckoo,3292,14,16,-2
288,Cuculus solitarius,avibase-26A34DA5,Cuculus solitarius,Red-chested Cuckoo,3410,3,5,-2
224,Glareola pratincola,avibase-D56ABB4E,Glareola pratincola,Collared Pratincole,6308,13,15,-2
554,Chalcomitra senegalensis,avibase-0059A2E0,Chalcomitra senegalensis,Scarlet-chested Sunbird,29758,21,23,-2
289,Cuculus clamosus,avibase-EDB84334,Cuculus clamosus,Black Cuckoo,3407,0,2,-2
484,Locustella luscinioides,avibase-2D46BB98,Locustella luscinioides,Savi's Warbler,23386,1,3,-2
130,Falco subbuteo,avibase-E91E287A,Falco subbuteo,Eurasian Hobby,11836,6,8,-2
480,Phyllanthus atripennis,avibase-7827B822,Turdoides atripennis,Capuchin Babbler,26203,1,3,-2
399,Ptyonoprogne rupestris,avibase-6F2AF9D0,Ptyonoprogne rupestris,Eurasian Crag-Martin,23727,1,3,-2
25,Botaurus stellaris,avibase-0F42F11A,Botaurus stellaris,Great Bittern,7331,1,3,-2
255,Onychoprion fuscatus,avibase-3E7F825D,Onychoprion fuscatus,Sooty Tern,6607,1,3,-2
500,Curruca iberiae,avibase-62A53820,Curruca iberiae,Western Subalpine Warbler,24931,20,22,-2
49,Anastomus lamelligerus,avibase-0F14ECE4,Anastomus lamelligerus,African Openbill,7112,1,3,-2
320,Apus pallidus,avibase-332BC664,Apus pallidus,Pallid Swift,4078,12,14,-2
43,Scopus umbretta,avibase-FC10F6ED,Scopus umbretta,Hamerkop,7307,20,22,-2
590,Plocepasser superciliosus,avibase-2C504059,Plocepasser superciliosus,Chestnut-crowned Sparrow-Weaver,30206,10,12,-2
29,Nycticorax nycticorax,avibase-6BB94D7E,Nycticorax nycticorax,Black-crowned Night Heron,7373,17,19,-2
575,Ploceus castaneofuscus,avibase-3F347626,Ploceus castaneofuscus,Chestnut-and-black Weaver,30325,0,2,-2
33,Butorides striata,avibase-36DF115B,Butorides striata,Striated Heron,7439,18,20,-2
315,Caprimulgus inornatus,avibase-7C3959D6,Caprimulgus inornatus,Plain Nightjar,3720,3,5,-2
88,Gypohierax angolensis,avibase-14885C18,Gypohierax angolensis,Palm-nut Vulture,7666,14,16,-2
87,Necrosyrtes monachus,avibase-131038AD,Necrosyrtes monachus,Hooded Vulture,7743,24,26,-2
482,Turdoides reinwardtii,avibase-D5BF7D2F,Turdoides reinwardtii,Blackcap Babbler,26237,15,17,-2
84,Gyps rueppellii,avibase-76B512B1,Gyps rueppelli,R�ppell's Griffon,7748,20,22,-2
493,Hippolais polyglotta,avibase-DCDD1BCA,Hippolais polyglotta,Melodious Warbler,23237,18,20,-2
506,Cisticola erythrops,avibase-47053A35,Cisticola erythrops,Red-faced Cisticola,22941,6,8,-2
109,Buteo auguralis,avibase-A16C3B99,Buteo auguralis,Red-necked Buzzard,8372,7,9,-2
460,Oenanthe familiaris,avibase-CD8DEBE3,Oenanthe familiaris,Familiar Chat,29328,1,3,-2
459,Oenanthe melanura,avibase-10E5B18E,Oenanthe melanura,Blackstart,29321,0,2,-2
600,Vidua orientalis,avibase-DFCFAB2A,Vidua orientalis,Sahel Paradise-Whydah,30928,18,20,-2
176,Vanellus lugubris,avibase-42D3918F,Vanellus lugubris,Senegal Lapwing,5836,0,2,-2
78,Aythya nyroca,avibase-7CF91527,Aythya nyroca,Ferruginous Duck,638,3,5,-2
171,Vanellus vanellus,avibase-F029489A,Vanellus vanellus,Northern Lapwing,5823,0,2,-2
346,Coracias naevius,avibase-2624054E,Coracias naevius,Rufous-crowned Roller,10124,19,21,-2
595,Gymnoris dentata,avibase-969A369C,Gymnoris dentata,Sahel Bush Sparrow,31114,21,23,-2
182,Charadrius dubius,avibase-35EC3BBF,Charadrius dubius,Little Ringed Plover,5815,15,17,-2
533,Ficedula hypoleuca,avibase-6E352E18,Ficedula hypoleuca,European Pied Flycatcher,29058,16,18,-2
419,Lanius isabellinus,avibase-97166F72,Lanius isabellinus,Isabelline Shrike,20641,0,2,-2
457,Oenanthe deserti,avibase-078BC0ED,Oenanthe deserti,Desert Wheatear,29297,1,3,-2
415,Laniarius barbarus,avibase-5B3BD7A0,Laniarius barbarus,Yellow-crowned Gonolek,19750,24,26,-2
170,Haematopus moquini,avibase-C078081E,Haematopus moquini,African Oystercatcher,5773,0,2,-2
358,Lybius dubius,avibase-B3031527,Pogonornis dubius,Bearded Barbet,10466,18,20,-2
414,Tchagra senegalus,avibase-022798AB,Tchagra senegalus,Black-crowned Tchagra,19692,23,25,-2
74,Marmaronetta angustirostris,avibase-6362936E,Marmaronetta angustirostris,Marbled Duck,618,1,3,-2
410,Macronyx croceus,avibase-0D9BFED1,Macronyx croceus,Yellow-throated Longclaw,31414,6,8,-2
568,Crithagra leucopygia,avibase-C887C3FC,Crithagra leucopygia,White-rumped Seedeater,31843,17,19,-2
166,Burhinus senegalensis,avibase-85DF723B,Burhinus senegalensis,Senegal Thick-knee,5729,20,22,-2
371,Campethera maculosa,avibase-BD7C4F70,Campethera maculosa,Green-backed Woodpecker,11481,1,3,-2
72,Spatula querquedula,avibase-F577BA0F,Spatula querquedula,Garganey,454,10,12,-2
462,Myrmecocichla nigra,avibase-B55BADC1,Myrmecocichla nigra,Sooty Chat,29264,0,2,-2
137,Falco alopex,avibase-D2CAA18B,Falco alopex,Fox Kestrel,11811,1,3,-2
553,Cyanomitra verticalis,avibase-6DE16262,Cyanomitra verticalis,Green-headed Sunbird,29706,6,8,-2
344,Coracias garrulus,avibase-7451A628,Coracias garrulus,European Roller,10116,3,5,-2
4,Podiceps cristatus,avibase-8F269702,Podiceps cristatus,Great Crested Grebe,1848,0,2,-2
199,Tringa totanus,avibase-D6BFC73A,Tringa totanus,Common Redshank,6102,12,14,-2
283,Musophaga violacea,avibase-3893974C,Musophaga violacea,Violet Turaco,3008,12,14,-2
212,Calidris alba,avibase-06B9BD24,Calidris alba,Sanderling,6153,8,10,-2
301,Bubo ascalaphus,avibase-9FD4D3D9,Bubo ascalaphus,Pharaoh Eagle-Owl,8734,0,2,-2
551,Hedydipna platura,avibase-B0E7740F,Hedydipna platura,Pygmy Sunbird,29698,23,25,-2
511,Cisticola guinea,avibase-6078DEED,Cisticola guinea,Dorst's Cisticola,23017,5,7,-2
304,Scotopelia peli,avibase-034B2A6A,Scotopelia peli,Pel's Fishing-Owl,8789,3,5,-2
306,Strix woodfordii,avibase-2E6575A8,Strix woodfordii,African Wood-Owl,9038,4,6,-2
560,Zosterops senegalensis,avibase-EAC8528E,Zosterops senegalensis,Northern Yellow White-eye,25259,13,15,-2
611,Estrilda caerulescens,avibase-174BFAB6,Glaucestrilda caerulescens,Lavender Waxbill,30760,16,18,-2
149,Porzana porzana,avibase-460708F9,Porzana porzana,Spotted Crake,5429,1,3,-2
192,Tringa nebularia,avibase-18B415D2,Tringa nebularia,Common Greenshank,6116,19,21,-2
194,Tringa glareola,avibase-8E67DC5F,Tringa glareola,Wood Sandpiper,6101,18,20,-2
335,Halcyon leucocephala,avibase-178B6892,Halcyon leucocephala,Gray-headed Kingfisher,9802,19,21,-2
527,Sylvietta denti,avibase-AA48D853,Sylvietta denti,Lemon-bellied Crombec,22444,0,2,-2
