map_index,match_map_index,species,avibaseID,clements_scientific_name,clements_common_name,sort v2023
297,,Centropus senegalensis,avibase-4A83155B,Centropus senegalensis,Senegal Coucal,3098
298,,Tyto alba,avibase-FEE35F4C,Tyto alba,Barn Owl,8416
299,,Otus scops,avibase-2C7AA154,Otus scops,Eurasian Scops-Owl,8546
300,,Ptilopsis leucotis,avibase-E561A180,Ptilopsis leucotis,Northern White-faced Owl,8685
301,,Bubo ascalaphus,avibase-9FD4D3D9,Bubo ascalaphus,Pharaoh Eagle-Owl,8734
302,,Bubo cinerascens,avibase-0018A99B,Bubo cinerascens,Grayish Eagle-Owl,8724
303,,Bubo lacteus,avibase-EBD3129B,Ketupa lactea,Verreaux's Eagle-Owl,8759
304,,Scotopelia peli,avibase-034B2A6A,Scotopelia peli,Pel's Fishing-Owl,8789
305,,Glaucidium perlatum,avibase-70CB00EC,Glaucidium perlatum,Pearl-spotted Owlet,8800
306,,Strix woodfordii,avibase-2E6575A8,Strix woodfordii,African Wood-Owl,9038
307,,Asio flammeus,avibase-8F123A11,Asio flammeus,Short-eared Owl,9068
308,,Asio capensis,avibase-83E21A84,Asio capensis,Marsh Owl,9082
309,,Caprimulgus ruficollis,avibase-6CC3D04B,Caprimulgus ruficollis,Red-necked Nightjar,3644
310,,Caprimulgus europaeus,avibase-80D4B0FE,Caprimulgus europaeus,Eurasian Nightjar,3655
311,,Caprimulgus aegyptius,avibase-2F7F0244,Caprimulgus aegyptius,Egyptian Nightjar,3667
312,,Caprimulgus eximius,avibase-589694DD,Caprimulgus eximius,Golden Nightjar,3677
313,,Caprimulgus pectoralis,avibase-7E3578A2,Caprimulgus pectoralis,Fiery-necked Nightjar,3698
314,,Caprimulgus natalensis,avibase-52E6406E,Caprimulgus natalensis,Swamp Nightjar,3717
315,,Caprimulgus inornatus,avibase-7C3959D6,Caprimulgus inornatus,Plain Nightjar,3720
316,,Caprimulgus climacurus,avibase-A20EA34D,Caprimulgus climacurus,Long-tailed Nightjar,3749
317,,Caprimulgus longipennis,avibase-D36F4D98,Caprimulgus longipennis,Standard-winged Nightjar,3643
318,,Caprimulgus vexillarius,avibase-A526534E,Caprimulgus vexillarius,Pennant-winged Nightjar,3642
319,,Tachymarptis melba,avibase-FA1CAD29,Tachymarptis melba,Alpine Swift,4053
320,,Apus pallidus,avibase-332BC664,Apus pallidus,Pallid Swift,4078
321,,Apus apus,avibase-4E6EF3F9,Apus apus,Common Swift,4070
322,,Apus caffer,avibase-FA9F6019,Apus caffer,White-rumped Swift,4129
323,,Apus affinis,avibase-D209A90C,Apus affinis,Little Swift,4112
324,,Cypsiurus parvus,avibase-DA106373,Cypsiurus parvus,African Palm Swift,4154
325,,Telacanthura ussheri,avibase-8ACC245F,Telacanthura ussheri,Mottled Spinetail,3846
326,,Urocolius macrourus,avibase-E45D9EB2,Urocolius macrourus,Blue-naped Mousebird,9220
327,,Megaceryle maxima,avibase-F51C1C4A,Megaceryle maxima,Giant Kingfisher,10009
328,,Ceryle rudis,avibase-8205077F,Ceryle rudis,Pied Kingfisher,10023
329,,Alcedo quadribrachys,avibase-A376DE65,Alcedo quadribrachys,Shining-blue Kingfisher,9643
330,,Corythornis cristatus,avibase-7149F93D,Corythornis cristatus,Malachite Kingfisher,9714
331,,Ispidina picta,avibase-C0998BB9,Ispidina picta,African Pygmy Kingfisher,9731
332,,Halcyon senegalensis,avibase-47E71671,Halcyon senegalensis,Woodland Kingfisher,9810
333,,Halcyon malimbica,avibase-0D8BDD35,Halcyon malimbica,Blue-breasted Kingfisher,9817
334,,Halcyon chelicuti,avibase-AB51824B,Halcyon chelicuti,Striped Kingfisher,9827
335,,Halcyon leucocephala,avibase-178B6892,Halcyon leucocephala,Gray-headed Kingfisher,9802
336,,Merops apiaster,avibase-66AA3934,Merops apiaster,European Bee-eater,10106
337,,Merops persicus,avibase-6EE45113,Merops persicus,Blue-cheeked Bee-eater,10097
338,,Merops viridissimus,avibase-0AAA530E,Merops viridissimus,African Green Bee-eater,10080
339,,Merops nubicus,avibase-2125426A,Merops nubicus,Northern Carmine Bee-eater,10112
340,,Merops albicollis,avibase-03C4A0C9,Merops albicollis,White-throated Bee-eater,10079
341,,Merops pusillus,avibase-C0A68CA0,Merops pusillus,Little Bee-eater,10060
342,,Merops bulocki,avibase-E6DC5DA1,Merops bulocki,Red-throated Bee-eater,10054
343,,Merops hirundineus,avibase-910E6D86,Merops hirundineus,Swallow-tailed Bee-eater,10072
344,,Coracias garrulus,avibase-7451A628,Coracias garrulus,European Roller,10116
345,,Coracias abyssinicus,avibase-E7C7EE3A,Coracias abyssinicus,Abyssinian Roller,10119
346,,Coracias naevius,avibase-2624054E,Coracias naevius,Rufous-crowned Roller,10124
347,,Coracias cyanogaster,avibase-306C892E,Coracias cyanogaster,Blue-bellied Roller,10135
348,,Eurystomus glaucurus,avibase-4F01F416,Eurystomus glaucurus,Broad-billed Roller,10137
349,,Upupa epops,avibase-FA2F9125,Upupa epops,Eurasian Hoopoe,9394
350,,Phoeniculus purpureus,avibase-28CACA8F,Phoeniculus purpureus,Green Woodhoopoe,9407
351,,Rhinopomastus aterrimus,avibase-9C69D0FD,Rhinopomastus aterrimus,Black Scimitarbill,9431
352,,Lophoceros nasutus,avibase-0CCD664D,Lophoceros nasutus,African Gray Hornbill,9454
353,,Tockus kempi,avibase-1ADEF52B,Tockus kempi,Western Red-billed Hornbill,9472
354,,Lophoceros semifasciatus,avibase-89218876,Lophoceros semifasciatus,West African Pied Hornbill,9450
355,,Ceratogymna elata,avibase-CBC236C2,Ceratogymna elata,Yellow-casqued Hornbill,9484
356,,Bycanistes fistulator,avibase-2AAFDD00,Bycanistes fistulator,Piping Hornbill,9494
357,,Bucorvus abyssinicus,avibase-948ED65C,Bucorvus abyssinicus,Abyssinian Ground-Hornbill,9444
358,,Lybius dubius,avibase-B3031527,Pogonornis dubius,Bearded Barbet,10466
359,,Lybius vieilloti,avibase-7DE8EBBA,Lybius vieilloti,Vieillot's Barbet,10436
360,,Tricholaema hirsuta,avibase-915DABE2,Tricholaema hirsuta,Hairy-breasted Barbet,10407
361,,Pogoniulus chrysoconus,avibase-2F467821,Pogoniulus chrysoconus,Yellow-fronted Tinkerbird,10399
362,,Pogoniulus bilineatus,avibase-7749C92B,Pogoniulus bilineatus,Yellow-rumped Tinkerbird,10386
363,,Pogoniulus atroflavus,avibase-90373466,Pogoniulus atroflavus,Red-rumped Tinkerbird,10381
364,,Indicator maculatus,avibase-499B3C64,Indicator maculatus,Spotted Honeyguide,10772
365,,Indicator indicator,avibase-862749B0,Indicator indicator,Greater Honeyguide,10780
366,,Indicator minor,avibase-50F3668C,Indicator minor,Lesser Honeyguide,10761
367,,Prodotiscus insignis,avibase-7884F0D6,Prodotiscus insignis,Cassin's Honeyguide,10735
368,,Jynx torquilla,avibase-B2E6AB9F,Jynx torquilla,Eurasian Wryneck,10785
369,,Campethera punctuligera,avibase-390F1E35,Campethera punctuligera,Fine-spotted Woodpecker,11491
370,,Campethera abingoni,avibase-CD2F7C98,Campethera abingoni,Golden-tailed Woodpecker,11499
371,,Campethera maculosa,avibase-BD7C4F70,Campethera maculosa,Green-backed Woodpecker,11481
372,,Pardipicus nivosus,avibase-02E56D98,Pardipicus nivosus,Buff-spotted Woodpecker,11472
373,,Dendropicos fuscescens,avibase-0A241B83,Dendropicos fuscescens,Cardinal Woodpecker,11067
374,,Dendropicos elachus,avibase-C6F9E5EE,Dendropicos elachus,Little Gray Woodpecker,11065
375,,Dendropicos obsoletus,avibase-9FF4EDB5,Dendropicos obsoletus,Brown-backed Woodpecker,11078
376,,Dendropicos goertae,avibase-E5DF48FC,Dendropicos goertae,African Gray Woodpecker,11083
377,,Mirafra javanica,avibase-5BFC242D,Mirafra javanica,Singing Bushlark,22144
378,,Mirafra cordofanica,avibase-67F96AAB,Mirafra cordofanica,Kordofan Lark,22138
379,,Mirafra rufocinnamomea,avibase-C49FA9A8,Mirafra rufocinnamomea,Flappet Lark,22122
380,,Pinarocorys erythropygia,avibase-148AA192,Pinarocorys erythropygia,Rufous-rumped Lark,21976
381,,Alaemon alaudipes,avibase-3E4513D9,Alaemon alaudipes,Greater Hoopoe-Lark,21930
382,,Calandrella brachydactyla,avibase-4091A51E,Calandrella brachydactyla,Greater Short-toed Lark,22249
383,,Eremopterix nigriceps,avibase-8C357822,Eremopterix nigriceps,Black-crowned Sparrow-Lark,22018
384,,Eremopterix leucotis,avibase-9164F314,Eremopterix leucotis,Chestnut-backed Sparrow-Lark,22012
385,,Galerida cristata,avibase-21ADC3ED,Galerida cristata,Crested Lark,22382
386,,Galerida modesta,avibase-0E6D5DBE,Galerida modesta,Sun Lark,22360
387,,Riparia riparia,avibase-94A1C447,Riparia riparia,Bank Swallow,23636
388,,Riparia paludicola,avibase-D2854489,Riparia paludicola,Plain Martin,23622
389,,Riparia cincta,avibase-1AED683B,Neophedina cincta,Banded Martin,23615
390,,Hirundo rustica,avibase-58C502EA,Hirundo rustica,Barn Swallow,23772
390,,Hirundo lucida,avibase-F401ECCF,Hirundo lucida,Red-chested Swallow,23783
391,,Hirundo smithii,avibase-B79D6B3D,Hirundo smithii,Wire-tailed Swallow,23793
392,,Hirundo aethiopica,avibase-42E93B64,Hirundo aethiopica,Ethiopian Swallow,23787
393,,Hirundo leucosoma,avibase-29D93FC2,Hirundo leucosoma,Pied-winged Swallow,23767
394,,Cecropis semirufa,avibase-958F4A5E,Cecropis semirufa,Rufous-chested Swallow,23841
395,,Cecropis senegalensis,avibase-9185D29D,Cecropis senegalensis,Mosque Swallow,23844
396,,Cecropis daurica,avibase-F72A871F,Cecropis daurica,Red-rumped Swallow,23814
397,,Cecropis abyssinica,avibase-5ACC908D,Cecropis abyssinica,Lesser Striped Swallow,23833
398,,Pseudhirundo griseopyga,avibase-97E7A30B,Pseudhirundo griseopyga,Gray-rumped Swallow,23608
399,,Ptyonoprogne rupestris,avibase-6F2AF9D0,Ptyonoprogne rupestris,Eurasian Crag-Martin,23727
400,,Ptyonoprogne fuligula,avibase-47DA0258,Ptyonoprogne fuligula,Rock Martin,23728
401,,Delichon urbicum,avibase-30FEC6BE,Delichon urbicum,Western House-Martin,23798
402,,Psalidoprocne obscura,avibase-8CA8B659,Psalidoprocne obscura,Fanti Sawwing,23606
403,,Motacilla flava,avibase-5983D677,Motacilla flava,Western Yellow Wagtail,31164
404,,Motacilla cinerea,avibase-AE073221,Motacilla cinerea,Gray Wagtail,31160
405,,Motacilla aguimp,avibase-CE7D41A6,Motacilla aguimp,African Pied Wagtail,31199
405,,Motacilla alba,avibase-400E032C,Motacilla alba,White Wagtail,31202
406,,Anthus campestris,avibase-250CDA58,Anthus campestris,Tawny Pipit,31294
407,,Anthus leucophrys,avibase-ECC3F122,Anthus leucophrys,Plain-backed Pipit,31295
408,,Anthus trivialis,avibase-365F5E97,Anthus trivialis,Tree Pipit,31336
409,,Anthus cervinus,avibase-319D044A,Anthus cervinus,Red-throated Pipit,31349
410,,Macronyx croceus,avibase-0D9BFED1,Macronyx croceus,Yellow-throated Longclaw,31414
411,,Prionops plumatus,avibase-3996ECD0,Prionops plumatus,White Helmetshrike,19526
412,,Nilaus afer,avibase-967545BC,Nilaus afer,Brubru,19655
413,,Dryoscopus gambensis,avibase-7DE7F0ED,Dryoscopus gambensis,Northern Puffback,19665
414,,Tchagra senegalus,avibase-022798AB,Tchagra senegalus,Black-crowned Tchagra,19692
415,,Laniarius barbarus,avibase-5B3BD7A0,Laniarius barbarus,Yellow-crowned Gonolek,19750
416,,Chlorophoneus sulfureopectus,avibase-F3DCCA8F,Telophorus sulfureopectus,Sulphur-breasted Bushshrike,19784
417,,Malaconotus blanchoti,avibase-641068BB,Malaconotus blanchoti,Gray-headed Bushshrike,19814
418,,Corvinella corvina,avibase-E44FAD6F,Lanius corvinus,Yellow-billed Shrike,20732
419,,Lanius isabellinus,avibase-97166F72,Lanius isabellinus,Isabelline Shrike,20641
420,,Lanius excubitor,avibase-DB2501EE,Lanius excubitor,Great Gray Shrike,20705
421,,Lanius senator,avibase-7E70D490,Lanius senator,Woodchat Shrike,20762
422,,Oriolus oriolus,avibase-92A772BB,Oriolus oriolus,Eurasian Golden Oriole,19253
423,,Oriolus auratus,avibase-D4866EAE,Oriolus auratus,African Golden Oriole,19256
424,,Dicrurus sharpei,avibase-84249EE3,Dicrurus sharpei,Sharpe's Drongo,20022
425,,Dicrurus adsimilis,avibase-11FE7313,Dicrurus adsimilis,Fork-tailed Drongo,20032
426,,Onychognathus neumanni,avibase-DB82ABEA,Onychognathus neumanni,Neumann's Starling,27448
427,,Lamprotornis splendidus,avibase-18B10CF9,Lamprotornis splendidus,Splendid Starling,27498
428,,Lamprotornis purpureus,avibase-6A0BA87A,Lamprotornis purpureus,Purple Starling,27524
429,,Lamprotornis chloropterus,avibase-0AA15ACA,Lamprotornis chloropterus,Lesser Blue-eared Starling,27512
430,,Lamprotornis chalcurus,avibase-AEEED5D0,Lamprotornis chalcurus,Bronze-tailed Starling,27528
431,,Lamprotornis chalybaeus,avibase-7DDB347E,Lamprotornis chalybaeus,Greater Blue-eared Starling,27518
432,,Lamprotornis caudatus,avibase-56713D11,Lamprotornis caudatus,Long-tailed Glossy Starling,27492
433,,Cinnyricinclus leucogaster,avibase-B1A3AF6C,Cinnyricinclus leucogaster,Violet-backed Starling,27440
434,,Lamprotornis pulcher,avibase-B92C3566,Lamprotornis pulcher,Chestnut-bellied Starling,27506
435,,Creatophora cinerea,avibase-9D95139B,Creatophora cinerea,Wattled Starling,27371
436,,Buphagus africanus,avibase-5D970425,Buphagus africanus,Yellow-billed Oxpecker,27227
437,,Ptilostomus afer,avibase-4C35510F,Ptilostomus afer,Piapiac,21122
438,,Corvus albus,avibase-34D538E1,Corvus albus,Pied Crow,21227
439,,Corvus ruficollis,avibase-F2024545,Corvus ruficollis,Brown-necked Raven,21228
440,,Coracina pectoralis,avibase-6E682612,Coracina pectoralis,White-breasted Cuckooshrike,18315
441,,Campephaga phoenicea,avibase-439F76D1,Campephaga phoenicea,Red-shouldered Cuckooshrike,18426
442,,Pycnonotus barbatus,avibase-6ABDB635,Pycnonotus barbatus,Common Bulbul,24302
443,,Stelgidillas gracilirostris,avibase-5D82C13B,Stelgidillas gracilirostris,Slender-billed Greenbul,23892
444,,Eurillas virens,avibase-3413C42C,Eurillas virens,Little Greenbul,23965
445,,Eurillas latirostris,avibase-728B225E,Eurillas latirostris,Yellow-whiskered Greenbul,23970
446,,Atimastillas flavicollis,avibase-C73137EA,Atimastillas flavicollis,Yellow-throated Greenbul,23907
447,,Thescelocichla leucopleura,avibase-EBE56736,Thescelocichla leucopleura,Swamp Greenbul,23912
448,,Phyllastrephus scandens,avibase-E781F61C,Phyllastrephus scandens,Leaf-love,24021
449,,Phyllastrephus albigularis,avibase-D4CB1B89,Phyllastrephus albigularis,White-throated Greenbul,23988
450,,Bleda canicapillus,avibase-D4B9EE90,Bleda canicapillus,Gray-headed Bristlebill,23905
451,,Criniger calurus,avibase-F8104BC1,Criniger calurus,Red-tailed Greenbul,23957
452,,Nicator chloris,avibase-6413CE1A,Nicator chloris,Western Nicator,22434
453,,Saxicola rubetra,avibase-A0EDAEA2,Saxicola rubetra,Whinchat,29165
454,,Saxicola torquatus,avibase-CF2E9674,Saxicola torquatus,African Stonechat,29188
455,,Oenanthe oenanthe,avibase-DF526047,Oenanthe oenanthe,Northern Wheatear,29281
456,,Oenanthe hispanica,avibase-CBB94183,Oenanthe hispanica,Western Black-eared Wheatear,29301
457,,Oenanthe deserti,avibase-078BC0ED,Oenanthe deserti,Desert Wheatear,29297
458,,Oenanthe isabellina,avibase-E6C6F746,Oenanthe isabellina,Isabelline Wheatear,29294
459,,Oenanthe melanura,avibase-10E5B18E,Oenanthe melanura,Blackstart,29321
460,,Oenanthe familiaris,avibase-CD8DEBE3,Oenanthe familiaris,Familiar Chat,29328
461,,Myrmecocichla aethiops,avibase-E09F7223,Myrmecocichla aethiops,Northern Anteater-Chat,29265
462,,Myrmecocichla nigra,avibase-B55BADC1,Myrmecocichla nigra,Sooty Chat,29264
463,,Thamnolaea cinnamomeiventris,avibase-F8B6EC31,Thamnolaea cinnamomeiventris,Mocking Cliff-Chat,29255
464,,Pentholaea albifrons,avibase-CC3B0B59,Oenanthe albifrons,White-fronted Black-Chat,29311
465,,Monticola saxatilis,avibase-736D38E7,Monticola saxatilis,Rufous-tailed Rock-Thrush,29150
466,,Monticola solitarius,avibase-41D76F4B,Monticola solitarius,Blue Rock-Thrush,29151
467,,Phoenicurus phoenicurus,avibase-06DD9D95,Phoenicurus phoenicurus,Common Redstart,29109
468,,Cercotrichas podobe,avibase-6D92499B,Cercotrichas podobe,Black Scrub-Robin,28465
469,,Erythropygia galactotes,avibase-B68BD0D2,Cercotrichas galactotes,Rufous-tailed Scrub-Robin,28468
470,,Alethe diademata,avibase-ECD2AB67,Alethe diademata,White-tailed Alethe,28445
471,,Cossypha albicapillus,avibase-FA3C53B8,Cossypha albicapillus,White-crowned Robin-Chat,28744
472,,Cossypha niveicapilla,avibase-BB05D1FC,Cossypha niveicapilla,Snowy-crowned Robin-Chat,28741
473,,Luscinia megarhynchos,avibase-7C7F0DEE,Luscinia megarhynchos,Common Nightingale,28897
474,,Luscinia svecica,avibase-AFD6FD81,Luscinia svecica,Bluethroat,28907
475,,Turdus philomelos,avibase-D929EB21,Turdus philomelos,Song Thrush,27966
476,,Turdus pelios,avibase-40A2405D,Turdus pelios,African Thrush,28176
477,,Illadopsis fulvescens,avibase-3805ACAD,Illadopsis fulvescens,Brown Illadopsis,25837
478,,Illadopsis rufescens,avibase-640FA04F,Illadopsis rufescens,Rufous-winged Illadopsis,25869
479,,Illadopsis puveli,avibase-0058E798,Illadopsis puveli,Puvel's Illadopsis,25866
480,,Phyllanthus atripennis,avibase-7827B822,Turdoides atripennis,Capuchin Babbler,26203
481,,Turdoides plebejus,avibase-6EBDD2D5,Turdoides plebejus,Brown Babbler,26213
482,,Turdoides reinwardtii,avibase-D5BF7D2F,Turdoides reinwardtii,Blackcap Babbler,26237
483,,Turdoides fulva,avibase-3EFD8DF0,Argya fulva,Fulvous Chatterer,26188
484,,Locustella luscinioides,avibase-2D46BB98,Locustella luscinioides,Savi's Warbler,23386
485,,Locustella naevia,avibase-BC0E4C9F,Locustella naevia,Common Grasshopper Warbler,23392
486,,Acrocephalus paludicola,avibase-C15141A6,Acrocephalus paludicola,Aquatic Warbler,23241
487,,Acrocephalus schoenobaenus,avibase-FED5AED5,Acrocephalus schoenobaenus,Sedge Warbler,23248
488,,Acrocephalus scirpaceus,avibase-3F0EE474,Acrocephalus scirpaceus,Common Reed Warbler,23263
489,,Acrocephalus arundinaceus,avibase-B283E332,Acrocephalus arundinaceus,Great Reed Warbler,23295
490,488,Acrocephalus baeticatus,avibase-34E27C2A,Acrocephalus scirpaceus [baeticatus Group],Common Reed Warbler (African),23268
491,,Acrocephalus rufescens,avibase-C8857CC8,Acrocephalus rufescens,Greater Swamp Warbler,23286
492,,Melocichla mentalis,avibase-1478AA79,Melocichla mentalis,Moustached Grass-Warbler,22483
493,,Hippolais polyglotta,avibase-DCDD1BCA,Hippolais polyglotta,Melodious Warbler,23237
494,,Iduna opaca,avibase-A7275096,Iduna opaca,Western Olivaceous Warbler,23226
495,,Curruca hortensis,avibase-95E7E0E5,Curruca hortensis,Western Orphean Warbler,24906
496,,Sylvia borin,avibase-A6A4FC63,Sylvia borin,Garden Warbler,24849
497,,Sylvia atricapilla,avibase-61F9065B,Sylvia atricapilla,Eurasian Blackcap,24843
498,,Sylvia communis,avibase-14AFBA82,Curruca communis,Greater Whitethroat,24937
499,,Sylvia melanocephala,avibase-B0D09483,Curruca melanocephala,Sardinian Warbler,24926
500,,Curruca iberiae,avibase-62A53820,Curruca iberiae,Western Subalpine Warbler,24931
501,,Sylvia conspicillata,avibase-BFECF5F8,Curruca conspicillata,Spectacled Warbler,24942
502,,Phylloscopus trochilus,avibase-88F4B969,Phylloscopus trochilus,Willow Warbler,24422
503,,Phylloscopus collybita,avibase-F9F4B04D,Phylloscopus collybita,Common Chiffchaff,24432
504,,Phylloscopus bonelli,avibase-C00674ED,Phylloscopus bonelli,Western Bonelli's Warbler,24373
505,,Phylloscopus sibilatrix,avibase-572C4C7F,Phylloscopus sibilatrix,Wood Warbler,24372
506,,Cisticola erythrops,avibase-47053A35,Cisticola erythrops,Red-faced Cisticola,22941
507,,Cisticola cantans,avibase-6B64558B,Cisticola cantans,Singing Cisticola,22949
508,,Cisticola lateralis,avibase-5A184029,Cisticola lateralis,Whistling Cisticola,22957
509,,Cisticola marginatus,avibase-1DA06308,Cisticola marginatus,Winding Cisticola,23052
510,,Cisticola natalensis,avibase-FB740D14,Cisticola natalensis,Croaking Cisticola,23079
511,,Cisticola guinea,avibase-6078DEED,Cisticola guinea,Dorst's Cisticola,23017
512,,Cisticola brachypterus,avibase-FBDCA962,Cisticola brachypterus,Siffling Cisticola,23100
513,,Cisticola rufus,avibase-81851E47,Cisticola rufus,Rufous Cisticola,23110
514,,Cisticola juncidis,avibase-AEE2063F,Cisticola juncidis,Zitting Cisticola,23115
515,,Cisticola aridulus,avibase-A2C88219,Cisticola aridulus,Desert Cisticola,23138
516,,Cisticola eximius,avibase-53E61277,Cisticola eximius,Black-backed Cisticola,23155
517,,Spiloptila clamans,avibase-2A88D0BC,Spiloptila clamans,Cricket Longtail,22637
518,,Heliolais erythropterus,avibase-C67FD539,Prinia erythroptera,Red-winged Prinia,22913
519,,Prinia subflava,avibase-63F72CA7,Prinia subflava,Tawny-flanked Prinia,22868
520,,Apalis flavida,avibase-E70F9747,Apalis flavida,Yellow-breasted Apalis,22675
521,,Hypergerus atriceps,avibase-31557605,Hypergerus atriceps,Oriole Warbler,22939
522,523,Camaroptera chloronota,avibase-65393B92,Camaroptera chloronota,Olive-green Camaroptera,22628
523,,Camaroptera brachyura,avibase-DC456636,Camaroptera brachyura,Green-backed Camaroptera,22606
524,,Eremomela icteropygialis,avibase-9E034D83,Eremomela icteropygialis,Yellow-bellied Eremomela,22526
525,,Eremomela pusilla,avibase-330BEC7E,Eremomela pusilla,Senegal Eremomela,22536
526,,Sylvietta virens,avibase-83E5801B,Sylvietta virens,Green Crombec,22439
527,,Sylvietta denti,avibase-AA48D853,Sylvietta denti,Lemon-bellied Crombec,22444
528,,Sylvietta brachyura,avibase-7542C6F1,Sylvietta brachyura,Northern Crombec,22452
529,,Hylia prasina,avibase-98BA31AA,Hylia prasina,Green Hylia,24624
530,,Muscicapa striata,avibase-EE8206E7,Muscicapa striata,Spotted Flycatcher,28327
531,,Muscicapa aquatica,avibase-77F0C62C,Muscicapa aquatica,Swamp Flycatcher,28338
532,,Myioparus plumbeus,avibase-5EA2B90C,Fraseria plumbea,Gray Tit-Flycatcher,28400
533,,Ficedula hypoleuca,avibase-6E352E18,Ficedula hypoleuca,European Pied Flycatcher,29058
534,,Fraseria cinerascens,avibase-EA749CEC,Fraseria cinerascens,White-browed Forest-Flycatcher,28389
535,,Melaenornis edolioides,avibase-F188F8C8,Melaenornis edolioides,Northern Black-Flycatcher,28423
536,,Bradornis pallidus,avibase-FA03A965,Agricola pallidus,Pale Flycatcher,28367
537,,Hyliota flavigaster,avibase-0F82D614,Hyliota flavigaster,Yellow-bellied Hyliota,21505
538,,Bias musicus,avibase-F1A4B955,Bias musicus,Black-and-white Shrike-flycatcher,19554
539,,Batis senegalensis,avibase-66B40819,Batis senegalensis,Senegal Batis,19505
540,,Platysteira cyanea,avibase-E15225F1,Platysteira cyanea,Brown-throated Wattle-eye,19455
541,,Elminia longicauda,avibase-56209052,Elminia longicauda,African Blue Flycatcher,21522
542,,Terpsiphone rufiventer,avibase-0EDEEB49,Terpsiphone rufiventer,Black-headed Paradise-Flycatcher,20373
543,,Terpsiphone viridis,avibase-75AAC17B,Terpsiphone viridis,African Paradise-Flycatcher,20392
544,,Parus guineensis,avibase-5C70AA7D,Melaniparus guineensis,White-shouldered Black-Tit,21840
545,,Anthoscopus punctifrons,avibase-5A636137,Anthoscopus punctifrons,Sennar Penduline-Tit,21900
546,,Anthoscopus parvulus,avibase-1ED6D9B4,Anthoscopus parvulus,Yellow Penduline-Tit,21902
547,,Salpornis salvadori,avibase-A51A5F84,Salpornis salvadori,African Spotted Creeper,26602
548,,Anthreptes gabonicus,avibase-C13861D6,Anthreptes gabonicus,Mouse-brown Sunbird,29668
549,,Anthreptes longuemarei,avibase-857DCDD5,Anthreptes longuemarei,Western Violet-backed Sunbird,29669
550,,Hedydipna collaris,avibase-1611F295,Hedydipna collaris,Collared Sunbird,29688
551,,Hedydipna platura,avibase-B0E7740F,Hedydipna platura,Pygmy Sunbird,29698
552,,Cyanomitra olivacea,avibase-EE79A5EF,Cyanomitra olivacea,Olive Sunbird,29728
553,,Cyanomitra verticalis,avibase-6DE16262,Cyanomitra verticalis,Green-headed Sunbird,29706
554,,Chalcomitra senegalensis,avibase-0059A2E0,Chalcomitra senegalensis,Scarlet-chested Sunbird,29758
555,,Cinnyris venustus,avibase-8E9E45B5,Cinnyris venustus,Variable Sunbird,29921
556,,Cinnyris chloropygius,avibase-D2B15B3F,Cinnyris chloropygius,Olive-bellied Sunbird,29831
557,,Cinnyris cupreus,avibase-1F21FFE9,Cinnyris cupreus,Copper Sunbird,29933
558,,Cinnyris coccinigastrus,avibase-48EC6C78,Cinnyris coccinigastrus,Splendid Sunbird,29908
559,,Cinnyris pulchellus,avibase-00D5E1C6,Cinnyris pulchellus,Beautiful Sunbird,29875
560,,Zosterops senegalensis,avibase-EAC8528E,Zosterops senegalensis,Northern Yellow White-eye,25259
561,,Emberiza calandra,avibase-9A87EBB0,Emberiza calandra,Corn Bunting,32173
562,,Emberiza hortulana,avibase-47210561,Emberiza hortulana,Ortolan Bunting,32220
563,,Emberiza flaviventris,avibase-D1C1A026,Emberiza flaviventris,Golden-breasted Bunting,32227
564,,Emberiza affinis,avibase-BB11EE7F,Emberiza affinis,Brown-rumped Bunting,32163
565,,Emberiza goslingi,avibase-17E7F90B,Emberiza goslingi,Gosling's Bunting,32257
566,,Emberiza sahari,avibase-C7C1A6EB,Emberiza sahari,House Bunting,32259
567,,Crithagra mozambica,avibase-169B483C,Crithagra mozambica,Yellow-fronted Canary,31846
568,,Crithagra leucopygia,avibase-C887C3FC,Crithagra leucopygia,White-rumped Seedeater,31843
569,,Linaria cannabina,avibase-32635892,Linaria cannabina,Eurasian Linnet,31951
570,,Amblyospiza albifrons,avibase-C7708C70,Amblyospiza albifrons,Grosbeak Weaver,30480
571,,Ploceus luteolus,avibase-1373D324,Ploceus luteolus,Little Weaver,30260
572,,Ploceus vitellinus,avibase-FC6C191F,Ploceus vitellinus,Vitelline Masked-Weaver,30313
573,,Ploceus heuglini,avibase-D8E67602,Ploceus heuglini,Heuglin's Masked-Weaver,30321
574,,Ploceus cucullatus,avibase-E8AA9E1C,Ploceus cucullatus,Village Weaver,30328
575,,Ploceus castaneofuscus,avibase-3F347626,Ploceus castaneofuscus,Chestnut-and-black Weaver,30325
576,,Ploceus melanocephalus,avibase-19D053B3,Ploceus melanocephalus,Black-headed Weaver,30343
577,,Ploceus superciliosus,avibase-0405CA69,Pachyphantes superciliosus,Compact Weaver,30405
578,,Ploceus brachypterus,avibase-2D3998EE,Ploceus brachypterus,Olive-naped Weaver,30265
579,,Malimbus nitens,avibase-E27AFD14,Malimbus nitens,Blue-billed Malimbe,30226
580,,Anaplectes rubriceps,avibase-4D19099B,Anaplectes rubriceps,Red-headed Weaver,30239
581,,Quelea erythrops,avibase-F8041931,Quelea erythrops,Red-headed Quelea,30407
582,,Quelea quelea,avibase-2B6DE136,Quelea quelea,Red-billed Quelea,30408
